playerid,namefirst,namelast,intposition,int,intyards,inttd
20130043,Johnthan,Banks,CB,1,18,0
20120463,Tashaun,Gipson,DB,1,12,0
20090249,Clinton,McDonald,DT,1,3,0
20140875,Tyler,Patmon,CB,1,58,1
20130069,Tyrann,Mathieu,S,1,9,0
20060019,Antonio,Cromartie,CB,1,7,0
20130609,Brynden,Trawick,CB,1,0,0
20090411,Tony,Carter,CB,1,0,0
20120113,Kyle,Wilber,LB,1,5,0
20080143,Orlando,Scandrick,CB,1,2,0
20100136,Kendrick,Lewis,S,1,5,0
20130080,J.J.,Wilcox,S,1,46,0
20140119,Anthony,Hitchens,LB,1,8,0
20080140,Brandon,Carr,CB,1,0,0
20070048,Justin,Durant,LB,1,1,0
20110019,Prince,Amukamara,CB,1,38,0
20100037,Nate,Allen,S,1,0,0
20080229,Cary,Williams,CB,1,0,0
20100037,Nate,Allen,S,1,1,0
20130018,Eric,Reid,S,1,48,0
20070011,Patrick,Willis,LB,1,0,0
20100137,Perrish,Cox,CB,1,0,0
20130080,J.J.,Wilcox,S,1,0,0
20090092,Jerraud,Powers,CB,1,1,0
20080050,Calais,Campbell,DE,1,23,0
20070168,Corey,Graham,CB,1,30,0
20120142,Brandon,Marshall,LB,1,0,0
20120010,Stephon,Gilmore,CB,1,27,0
20110460,Chris,Harris,CB,1,38,0
20130717,A.J.,Bouye,DB,1,1,0
20120849,Eddie,Pleasant,SS,1,10,0
20110045,Rahim,Moore,S,1,15,0
20110045,Rahim,Moore,S,1,2,0
20140031,Bradley,Roby,CB,1,2,0
20110045,Rahim,Moore,S,1,0,0
20080020,Aqib,Talib,CB,1,41,1
20110002,Von,Miller,LB,1,3,0
20100038,T.J.,Ward,S,1,37,0
20120187,Josh,Bush,S,1,5,0
20110460,Chris,Harris,CB,1,1,0
20070037,Eric,Weddle,FS,1,19,0
20110045,Rahim,Moore,S,1,0,0
20100517,A.J.,Jefferson,CB,1,11,0
20120478,Steven,Johnson,LB,1,27,0
20080020,Aqib,Talib,CB,1,3,0
20030039,Rashean,Mathis,CB,1,41,1
20120010,Stephon,Gilmore,CB,1,21,0
20090112,Glover,Quin,S,1,0,0
20070737,James,Ihedigbo,S,1,0,0
20130068,Leon,McFadden,DB,1,2,0
20110739,Isa,Abdul-Quddus,S,1,5,0
20140021,Ha Ha,Clinton-Dix,S,1,9,0
20110131,Davon,House,CB,1,0,0
20120038,Andre,Branch,DE,1,21,0
20090592,Nate,Ness,LB,1,2,0
20120196,Jonte,Green,CB,1,2,0
20070737,James,Ihedigbo,S,1,70,0
20060758,Brent,Grimes,CB,1,0,0
20090112,Glover,Quin,S,1,56,0
20130036,Darius,Slay,CB,1,2,0
20090096,Keenan,Lewis,CB,1,0,0
20130015,Kenny,Vaccaro,S,1,45,0
20090112,Glover,Quin,S,1,23,0
20090076,DeAndre,Levy,LB,1,13,0
20090112,Glover,Quin,S,1,18,0
20090112,Glover,Quin,S,1,0,0
20070737,James,Ihedigbo,S,1,11,0
20100071,Morgan,Burnett,S,1,32,0
20060043,Roman,Harper,S,1,27,0
20090026,Clay,Matthews,LB,1,22,1
20120062,Casey,Hayward,CB,1,21,0
20130159,Micah,Hyde,DB,1,9,0
20120062,Casey,Hayward,CB,1,82,1
20060572,Jarrett,Bush,CB,1,0,0
20130505,Jumal,Rolle,CB,1,0,0
20020002,Julius,Peppers,LB,1,49,1
20110772,Jamari,Lattimore,LB,1,10,0
20120029,Harrison,Smith,S,1,5,0
20060724,Tramon,Williams,CB,1,0,0
20070047,David,Harris,LB,1,9,0
20140005,Khalil,Mack,LB,1,13,0
20020002,Julius,Peppers,LB,1,52,1
20060724,Tramon,Williams,CB,1,2,0
20130243,Kemal,Ishmael,S,1,0,0
20140216,Andre,Hal,CB,1,64,1
20140564,Max,Bullough,ILB,1,16,0
20100447,Darian,Stewart,S,1,0,0
20130717,A.J.,Bouye,CB,1,2,0
20100020,Kareem,Jackson,CB,1,5,0
20100020,Kareem,Jackson,CB,1,27,0
20080011,Leodis,McKelvin,CB,1,0,0
20120105,Nigel,Bradham,LB,1,0,0
20110011,J.J.,Watt,DE,1,80,1
20130515,Darryl,Morris,CB,1,0,0
20030005,Terence,Newman,CB,1,4,0
20090038,Rey,Maualuga,LB,1,4,0
20060024,Johnathan,Joseph,CB,1,60,1
20130734,Justin,Tuggle,ILB,1,8,0
20130064,Dwayne,Gratz,CB,1,55,1
20130717,A.J.,Bouye,DB,1,51,1
20130505,Jumal,Rolle,CB,1,13,0
20130505,Jumal,Rolle,CB,1,4,0
20060033,DeMeco,Ryans,LB,1,0,0
20100034,Chris,Cook,CB,1,33,0
20140077,Chris,Borland,LB,1,34,1
20140216,Andre,Hal,CB,1,77,1
20060024,Johnathan,Joseph,CB,1,25,0
20130505,Jumal,Rolle,CB,1,8,0
20130717,A.J.,Bouye,CB,1,67,0
20140216,Andre,Hal,CB,1,38,0
20060012,Haloti,Ngata,DT,1,3,0
20090025,Vontae,Davis,CB,1,29,0
20140017,C.J.,Mosley,LB,1,18,0
20090041,Darius,Butler,CB,1,0,0
20100136,Kendrick,Lewis,S,1,27,1
20090025,Vontae,Davis,CB,1,8,0
20090025,Vontae,Davis,CB,1,42,0
20040420,Mike,Adams,S,1,0,0
20100027,Devin,McCourty,DB,1,10,0
20040420,Mike,Adams,S,1,10,0
20130015,Kenny,Vaccaro,S,1,0,0
20100646,Josh,Gordy,CB,1,0,0
20140659,Brian,Dixon,CB,1,0,0
20090041,Darius,Butler,CB,1,2,0
20090131,Gregory,Toler,CB,1,0,0
20090014,Malcolm,Jenkins,S,1,8,0
20040420,Mike,Adams,S,1,8,0
20080407,Wesley,Woodyard,LB,1,7,0
20040420,Mike,Adams,S,1,6,0
20020525,Ryan,Clark,S,1,8,0
20090131,Gregory,Toler,CB,1,20,0
20120463,Tashaun,Gipson,DB,1,31,0
20120463,Tashaun,Gipson,DB,1,1,0
20110137,Buster,Skrine,DB,1,6,0
20140144,Telvin,Smith,LB,1,15,0
20110040,Bruce,Carter,LB,1,0,0
20090606,C.J.,Spillman,S,1,68,0
20130057,D.J.,Swearinger,SS,1,6,0
20090025,Vontae,Davis,CB,1,-7,0
20090131,Gregory,Toler,CB,1,47,1
20090033,Louis,Delmas,S,1,81,1
20060758,Brent,Grimes,CB,1,22,1
20110195,J.T.,Thomas,LB,1,0,0
20110128,Cortez,Allen,CB,1,0,0
20090188,Brice,McCain,CB,1,22,1
20120181,Winston,Guy,S,1,68,1
20090061,Sean,Smith,CB,1,36,1
20120017,Dre,Kirkpatrick,CB,1,40,1
20130846,Malcolm,Bronson,S,1,51,1
20050011,DeMarcus,Ware,DE,1,3,0
20110639,Ron,Parker,CB,1,10,0
20090216,Captain,Munnerlyn,CB,1,14,0
20060017,Chad,Greenway,LB,1,28,0
20110639,Ron,Parker,CB,1,0,0
20120156,Shaun,Prater,CB,1,34,0
20090061,Sean,Smith,CB,1,34,0
20080497,Husain,Abdullah,S,1,39,1
20100244,Kurt,Coleman,S,1,0,0
20090061,Sean,Smith,CB,1,38,0
20100244,Kurt,Coleman,S,1,0,0
20090203,Jason,McCourty,CB,1,0,0
20090203,Jason,McCourty,CB,1,0,0
20070019,Michael,Griffin,S,1,12,0
20110005,Patrick,Peterson,CB,1,0,0
20120039,Janoris,Jenkins,CB,1,25,1
20110040,Bruce,Carter,LB,1,25,1
20120006,Morris,Claiborne,CB,1,-8,0
20130030,Alec,Ogletree,LB,1,0,0
20120065,Trumaine,Johnson,CB,1,4,0
20120924,Chris,Banjo,S,1,19,0
20120066,Josh,Robinson,CB,1,0,0
20120029,Harrison,Smith,S,1,81,1
20080002,Chris,Long,DE,1,2,0
20140758,Johnny,Millard,LB,1,-2,0
20140823,Kerry,Wynn,DE,1,7,0
20080016,Dominique,Rodgers-Cromartie,CB,1,20,0
20080016,Dominique,Rodgers-Cromartie,CB,1,18,0
20140188,E.J.,Gaines,CB,1,0,0
20120065,Trumaine,Johnson,CB,1,22,0
20120065,Trumaine,Johnson,CB,1,43,1
20140129,Dontae,Johnson,CB,1,20,1
20100223,R.J.,Stanford,CB,1,0,0
20140875,Tyler,Patmon,CB,1,1,0
20140875,Tyler,Patmon,CB,1,9,1
20120062,Casey,Hayward,CB,1,10,0
20100592,Sam,Shields,CB,1,0,0
20140188,E.J.,Gaines,CB,1,12,0
20120029,Harrison,Smith,S,1,11,0
20120608,Derrick,Shelby,DE,1,2,0
20120224,Alfonzo,Dennard,CB,1,0,0
20100163,Reshad,Jones,S,1,16,0
20060758,Brent,Grimes,CB,1,26,0
20060758,Brent,Grimes,CB,1,0,0
20120029,Harrison,Smith,S,1,1,0
20120066,Josh,Robinson,CB,1,-1,0
20120066,Josh,Robinson,CB,1,23,0
20140014,Kyle,Fuller,CB,1,31,0
20120210,Audie,Cole,LB,1,0,0
20090112,Glover,Quin,S,1,20,0
20120138,Tahir,Whitehead,LB,1,2,0
20120138,Tahir,Whitehead,LB,1,0,0
20100071,Morgan,Burnett,S,1,-1,0
20130159,Micah,Hyde,DB,1,0,0
20100027,Devin,McCourty,DB,1,60,0
20070014,Darrelle,Revis,CB,1,0,0
20130083,Logan,Ryan,CB,1,0,0
20140029,Dominique,Easley,DL,1,0,0
20130120,Gerald,Hodges,LB,1,27,1
20110562,Darrin,Walls,CB,1,0,0
20100244,Kurt,Coleman,S,1,1,0
20090216,Captain,Munnerlyn,CB,1,1,0
20040039,Daryl,Smith,ILB,1,0,0
20100027,Devin,McCourty,DB,1,0,0
20130091,Duron,Harmon,DB,1,0,0
20130235,Steve,Beauharnais,LB,1,61,0
20100027,Devin,McCourty,DB,1,0,0
20070014,Darrelle,Revis,CB,1,0,0
20070014,Darrelle,Revis,CB,1,0,0
20060135,Rob,Ninkovich,DE,1,11,0
20140031,Bradley,Roby,CB,1,0,0
20050439,Brandon,Browner,CB,1,30,0
20070737,James,Ihedigbo,S,1,5,0
20130083,Logan,Ryan,CB,1,0,0
20060034,D'Qwell,Jackson,ILB,1,6,0
20070014,Darrelle,Revis,CB,1,30,0
20130052,Jamie,Collins,LB,1,25,0
20070692,Jason,Trusnik,LB,1,0,0
20130091,Duron,Harmon,DB,1,60,0
20090034,Patrick,Chung,S,1,10,0
20040021,Vince,Wilfork,DL,1,1,0
20080229,Cary,Williams,CB,1,77,1
20130091,Duron,Harmon,DB,1,33,0
20120197,Nate,Ebner,DB,1,0,0
20130022,Desmond,Trufant,CB,1,0,0
20100249,Robert,McClain,CB,1,5,0
20140673,Pierre,Warren,S,1,0,0
20110949,Will,Hill,S,1,44,1
20140148,Bene,Benwikere,CB,1,0,0
20080543,David,Hawthorne,ILB,1,10,0
20120162,Corey,White,CB,1,0,0
20060207,Antoine,Bethea,S,1,22,0
20110080,Chris,Culliver,CB,1,29,0
20100032,Patrick,Robinson,CB,1,0,0
20130043,Johnthan,Banks,CB,1,0,0
20080566,Danny,Lansanah,LB,1,33,1
20100104,Alterraun,Verner,CB,1,0,0
20130248,Daimion,Stafford,S,1,0,0
20140167,Vinnie,Sunseri,S,1,19,0
20110103,Sam,Acho,LB,1,3,0
20020128,Larry,Foote,LB,1,0,0
20080117,Quintin,Demps,S,1,6,0
20100571,Barry,Church,S,1,45,0
20110019,Prince,Amukamara,CB,1,0,0
20050008,Antrel,Rolle,S,1,25,0
20080016,Dominique,Rodgers-Cromartie,CB,1,10,0
20080142,Zackary,Bowman,DB,1,0,0
20080142,Zackary,Bowman,DB,1,0,0
20100251,Stevie,Brown,S,1,2,0
20120176,Mike,Harris,CB,1,11,0
20100037,Nate,Allen,S,1,40,0
20140077,Chris,Borland,LB,1,12,0
20110426,Michael,Wilhoite,LB,1,1,0
20130018,Eric,Reid,S,1,17,0
20110080,Chris,Culliver,CB,1,1,0
20140077,Chris,Borland,LB,1,0,0
20120010,Stephon,Gilmore,CB,1,13,0
20140073,Preston,Brown,LB,1,0,0
20110034,Aaron,Williams,S,1,26,0
20110100,Da'Norris,Searcy,S,1,32,0
20080194,Ryan,Mundy,S,1,45,1
20140014,Kyle,Fuller,CB,1,12,0
20080020,Aqib,Talib,CB,1,22,1
20130036,Darius,Slay,CB,1,40,0
20110562,Darrin,Walls,CB,1,25,0
20100163,Reshad,Jones,S,1,-4,0
20130052,Jamie,Collins,LB,1,0,0
20140570,Marcus,Williams,CB,1,1,0
19980004,Charles,Woodson,S,1,2,0
20110054,Jaiquawn,Jarrett,S,1,9,0
20110054,Jaiquawn,Jarrett,S,1,1,0
19980004,Charles,Woodson,S,1,30,0
19980004,Charles,Woodson,S,1,0,0
20110773,Brandian,Ross,S,1,7,0
20130012,D.J.,Hayden,CB,1,-1,0
20050074,Justin,Tuck,DE,1,7,0
20140031,Bradley,Roby,CB,1,0,0
20100038,T.J.,Ward,S,1,18,0
20070737,James,Ihedigbo,S,1,38,0
20100020,Kareem,Jackson,CB,1,65,0
20110042,Brooks,Reed,OLB,1,5,0
20060758,Brent,Grimes,CB,1,32,0
20110235,Jimmy,Wilson,S,1,31,0
20140219,T.J.,Carrie,CB,1,28,0
20140125,Walt,Aikens,CB,1,43,0
20140025,Jason,Verrett,CB,1,0,0
20140132,Kevin,Pierre-Louis,OLB,1,0,0
20120669,DeShawn,Shead,CB,1,54,1
20110773,Brandian,Ross,S,1,0,0
19980004,Charles,Woodson,S,1,3,0
20080229,Cary,Williams,CB,1,-1,0
20090066,Bradley,Fletcher,CB,1,34,1
20100037,Nate,Allen,S,1,3,0
20130080,J.J.,Wilcox,S,1,0,0
20110040,Bruce,Carter,LB,1,8,0
20070237,Alan,Ball,CB,1,0,0
20140188,E.J.,Gaines,CB,1,0,0
20050008,Antrel,Rolle,S,1,7,0
20080142,Zackary,Bowman,DB,1,18,0
20110831,LeQuan,Lewis,CB,1,0,0
20100145,Nolan,Carroll,CB,1,0,0
20030016,Troy,Polamalu,S,1,4,0
20130138,Tharold,Simon,CB,1,0,0
20100096,Brandon,Ghee,CB,1,0,0
20130248,Daimion,Stafford,S,1,33,0
20120123,Brandon,Boykin,CB,1,0,0
20090014,Malcolm,Jenkins,S,1,6,0
20100052,Jason,Worilds,LB,1,30,0
20030010,Terrell,Suggs,OLB,1,3,0
20100447,Darian,Stewart,S,1,0,0
20140015,Ryan,Shazier,LB,1,27,0
20130628,Nickell,Robey-Coleman,DB,1,0,0
20120484,Robert,Golden,S,1,8,0
20140454,Deon,Broomfield,S,1,0,0
20090188,Brice,McCain,CB,1,3,0
20090188,Brice,McCain,CB,1,31,0
20070021,Reggie,Nelson,S,1,-4,0
20110579,Dane,Sanzenbacher,WR,1,6,0
20040033,Karlos,Dansby,LB,1,0,0
20020242,Brett,Keisel,DE,1,16,0
20070170,William,Gay,CB,1,33,1
20120561,Antwon,Blake,CB,1,0,0
20130015,Kenny,Vaccaro,S,1,0,0
20110024,Cameron,Jordan,DE,1,6,0
20110128,Cortez,Allen,CB,1,27,0
20140845,Jimmy,LeGree,CB,1,68,0
20140720,Alden,Darby,S,1,26,0
20060058,Richard,Marshall,CB,1,0,0
20080020,Aqib,Talib,CB,1,4,0
20110045,Rahim,Moore,S,1,19,0
20080035,Brandon,Flowers,CB,1,8,0
20070037,Eric,Weddle,FS,1,17,0
20100244,Kurt,Coleman,S,1,12,0
20080035,Brandon,Flowers,CB,1,9,0
20120039,Janoris,Jenkins,CB,1,99,1
20110050,Marcus,Gilchrist,SS,1,4,0
20130038,Manti,Te'o,ILB,1,0,0
20100027,Devin,McCourty,DB,1,56,1
20110039,Akeem,Ayers,LB,1,0,0
20100224,Phillip,Adams,CB,1,0,0
20080035,Brandon,Flowers,CB,1,27,0
20110173,Byron,Maxwell,CB,1,2,0
20110154,Richard,Sherman,CB,1,0,0
20100133,Kam,Chancellor,SS,1,90,1
20120172,Jeremy,Lane,CB,1,41,0
20130649,C.J.,Wilson,CB,1,17,0
20100008,Rolando,McClain,LB,1,0,0
20110460,Chris,Harris,CB,1,13,0
20100133,Kam,Chancellor,SS,1,52,0
20110173,Byron,Maxwell,CB,1,21,0
20110154,Richard,Sherman,CB,1,0,0
20140021,Ha Ha,Clinton-Dix,S,1,26,0
20140021,Ha Ha,Clinton-Dix,S,1,22,0
20110173,Byron,Maxwell,CB,1,5,0
20100592,Sam,Shields,CB,1,0,0
20100071,Morgan,Burnett,S,1,4,0
20140759,Marcus,Roberson,CB,1,18,0
20130087,Jordan,Hill,DT,1,8,0
20120015,Bruce,Irvin,LB,1,49,1
20120172,Jeremy,Lane,CB,1,14,0
20120047,Bobby,Wagner,LB,1,0,0
20140962,Malcolm,Butler,CB,1,3,0
20080142,Zackary,Bowman,DB,1,7,0
20080117,Quintin,Demps,S,1,0,0
20100014,Earl,Thomas,FS,1,47,0
20120015,Bruce,Irvin,LB,1,35,1
20110154,Richard,Sherman,CB,1,22,0
20130138,Tharold,Simon,CB,1,105,1
20130018,Eric,Reid,S,1,73,0
20110426,Michael,Wilhoite,LB,1,0,0
20110080,Chris,Culliver,CB,1,7,0
20070611,Craig,Dahl,S,1,0,0
20110093,Chris,Conte,S,1,1,0
20140014,Kyle,Fuller,CB,1,20,0
20140014,Kyle,Fuller,CB,1,18,0
20090411,Tony,Carter,CB,1,32,0
20140180,Kenneth,Acker,CB,1,26,0
20120478,Steven,Johnson,LB,1,0,0
20100137,Perrish,Cox,CB,1,2,0
20060207,Antoine,Bethea,S,1,0,0
20100137,Perrish,Cox,CB,1,10,0
20090014,Malcolm,Jenkins,S,1,53,1
20060207,Antoine,Bethea,S,1,0,0
20100137,Perrish,Cox,CB,1,0,0
20140030,Jimmie,Ward,DB,1,4,0
20130515,Darryl,Morris,CB,1,0,0
20100137,Perrish,Cox,CB,1,0,0
20060207,Antoine,Bethea,S,1,49,1
20110080,Chris,Culliver,CB,1,24,0
20110154,Richard,Sherman,CB,1,5,0
20110154,Richard,Sherman,CB,1,1,0
20140722,Greg,Ducre,CB,1,7,0
20080113,Dwight,Lowery,S,1,0,0
20130243,Kemal,Ishmael,S,1,0,0
20110027,Jimmy,Smith,CB,1,31,0
20080027,Antoine,Cason,CB,1,1,0
20060043,Roman,Harper,S,1,3,0
20130043,Johnthan,Banks,CB,1,32,0
20140195,Brandon,Dixon,CB,1,0,0
20030005,Terence,Newman,CB,1,3,0
20100104,Alterraun,Verner,CB,1,26,0
20130026,Datone,Jones,DE,1,18,0
20120444,Rodney,McLeod,S,1,0,0
20070692,Jason,Trusnik,LB,1,0,0
20090216,Captain,Munnerlyn,CB,1,0,0
20120589,Leonard,Johnson,CB,1,-6,0
20130668,Bradley,McDougald,S,1,0,0
20120174,Keith,Tandy,DB,1,3,0
20090096,Keenan,Lewis,CB,1,2,0
20140770,Keith,Lewis,CB,1,0,0
20140766,Nate,Askew,LB,1,15,0
20090203,Jason,McCourty,CB,1,59,0
20070019,Michael,Griffin,S,1,0,0
20100571,Barry,Church,S,1,4,0
20100008,Rolando,McClain,LB,1,0,0
20130767,Korey,Jones,LB,1,8,0
20130057,D.J.,Swearinger,SS,1,25,0
20130070,Blidi,Wreh-Wilson,CB,1,34,0
20110586,Julian,Posey,CB,1,0,0
20140122,Marqueston,Huff,DB,1,23,1
20080016,Dominique,Rodgers-Cromartie,CB,1,16,0
20080117,Quintin,Demps,S,1,10,0
20070170,William,Gay,CB,1,28,1
20090203,Jason,McCourty,CB,1,0,0
20090095,Rashad,Johnson,S,1,30,0
20090092,Jerraud,Powers,CB,1,6,0
20090095,Rashad,Johnson,S,1,28,1
20100007,Joe,Haden,DB,1,37,0
20120463,Tashaun,Gipson,DB,1,43,0
20050666,Jim,Leonhard,DB,1,19,1
20110040,Bruce,Carter,LB,1,35,0
20140746,Jackson,Jeffcoat,LB,1,9,0
20110040,Bruce,Carter,LB,1,4,0
20120180,Trenton,Robinson,S,1,14,0
20120444,Rodney,McLeod,S,1,1,0
20130071,T.J.,McDonald,S,1,20,0
20110019,Prince,Amukamara,CB,1,28,0
20120119,Keenan,Robinson,LB,1,0,0
20080117,Quintin,Demps,S,1,3,0
20070221,Trumaine,McBride,CB,1,11,0
20050008,Antrel,Rolle,S,1,39,0
20100037,Nate,Allen,S,1,1,0
20140102,Bashaud,Breeland,CB,1,0,0
20080566,Danny,Lansanah,LB,1,0,0
20130043,Johnthan,Banks,CB,1,19,1
20140102,Bashaud,Breeland,CB,1,0,0
20080407,Wesley,Woodyard,LB,1,13,0
20050439,Brandon,Browner,CB,0,0,0
20050439,Brandon,Browner,CB,0,2,0
20030005,Terence,Newman,CB,1,54,1
20130118,Sean,Porter,LB,1,3,0
20090112,Glover,Quin,S,1,1,0
20110510,Josh,Bynes,LB,1,17,0
20100477,Cassius,Vaughn,CB,1,25,0
20090095,Rashad,Johnson,S,1,0,0
20060019,Antonio,Cromartie,CB,1,5,0
20090594,Marcus,Benard,LB,1,2,0
20130103,Alex,Okafor,LB,1,26,0
20130030,Alec,Ogletree,LB,1,44,0
20110005,Patrick,Peterson,CB,1,0,0
20110005,Patrick,Peterson,CB,1,30,1
20060019,Antonio,Cromartie,CB,1,40,0
20060019,Antonio,Cromartie,CB,1,18,0
20090092,Jerraud,Powers,CB,1,12,0
20130757,Tony,Jefferson,S,1,1,0
20110154,Richard,Sherman,CB,1,53,0
20080113,Dwight,Lowery,S,1,21,0
20090095,Rashad,Johnson,S,1,88,1
20070055,Josh,Wilson,CB,1,15,0
20060043,Roman,Harper,S,1,31,1
20050014,Thomas,Davis,LB,1,50,1
20140128,Tre,Boston,S,1,84,1
20130756,Demontre,Hurst,CB,1,0,0
20100007,Joe,Haden,DB,1,0,0
20130243,Kemal,Ishmael,S,1,14,0
20130022,Desmond,Trufant,CB,1,0,0
20140068,Dezmen,Southward,S,1,-5,0
20030039,Rashean,Mathis,CB,1,102,1
20130060,Robert,Alford,CB,1,0,0
20100477,Cassius,Vaughn,CB,1,45,0
20100249,Robert,McClain,CB,1,0,0
20070170,William,Gay,CB,1,52,1
20130243,Kemal,Ishmael,S,1,23,1
20080566,Danny,Lansanah,LB,1,27,1
20130060,Robert,Alford,CB,1,0,0
20130060,Robert,Alford,CB,1,21,0
20120812,Emmanuel,Lamur,LB,1,1,0
20090088,Lardarius,Webb,CB,1,0,0
20100437,Jeromy,Miles,S,1,6,0
20060012,Haloti,Ngata,DT,1,13,0
20040039,Daryl,Smith,ILB,1,0,0
20120169,Asa,Jackson,CB,1,0,0
20100034,Chris,Cook,CB,1,-1,0
20100135,Dominique,Franks,CB,1,25,0
20090667,Danny,Gorrer,CB,1,15,0
20140079,Terrence,Brooks,S,1,12,0
20140017,C.J.,Mosley,LB,1,17,0
20050666,Jim,Leonhard,DB,1,0,0
20110100,Da'Norris,Searcy,S,1,18,0
20100007,Joe,Haden,DB,1,0,0
20110100,Da'Norris,Searcy,S,1,20,0
20110739,Isa,Abdul-Quddus,S,1,6,0
20140549,Mohammed,Seisay,CB,1,32,0
20090592,Nate,Ness,LB,1,0,0
20060724,Tramon,Williams,CB,1,0,0
20130191,Bacarri,Rambo,S,1,16,0
20130191,Bacarri,Rambo,S,1,28,0
20080011,Leodis,McKelvin,CB,1,1,0
20080011,Leodis,McKelvin,CB,1,9,0
20080011,Leodis,McKelvin,CB,1,0,0
20120139,Robert,Blanton,S,1,1,0
20130052,Jamie,Collins,LB,1,0,0
20130152,Cooper,Taylor,S,1,0,0
20080142,Zackary,Bowman,DB,1,0,0
20140109,Ross,Cockrell,CB,1,12,0
20130105,Duke,Williams,S,1,34,0
20070126,Dashon,Goldson,S,1,-1,0
20110100,Da'Norris,Searcy,S,1,19,0
20120420,Quinton,Pointer,CB,1,0,0
20060019,Antonio,Cromartie,CB,1,50,0
20120009,Luke,Kuechly,LB,1,1,0
20140128,Tre,Boston,S,1,11,0
20130243,Kemal,Ishmael,S,1,0,0
20130022,Desmond,Trufant,CB,1,19,0
20110100,Da'Norris,Searcy,S,1,15,0
20120143,Josh,Norman,CB,1,0,0
20130143,Jonathan,Meeks,S,1,9,0
20060043,Roman,Harper,S,1,1,0
20030068,Lance,Briggs,LB,1,2,0
20080098,Thomas,DeCoud,S,1,35,0
20120205,Billy,Winn,DL,1,0,0
20120143,Josh,Norman,CB,1,33,0
20130744,Melvin,White,CB,1,23,0
20130148,A.J.,Klein,LB,1,29,0
20040051,Dwan,Edwards,DT,1,24,0
20120162,Corey,White,CB,1,2,0
20120143,Josh,Norman,CB,1,27,0
20130552,Marcus,Burley,CB,1,24,0
20110821,Orie,Lemon,LB,1,12,0
20120009,Luke,Kuechly,LB,1,0,0
20070168,Corey,Graham,CB,1,45,0
20110093,Chris,Conte,S,1,5,0
20060134,Kyle,Williams,DT,1,2,0
20080143,Orlando,Scandrick,CB,1,0,0
20140131,Brock,Vereen,S,1,0,0
20080194,Ryan,Mundy,S,1,1,0
20090112,Glover,Quin,S,1,0,0
20090026,Clay,Matthews,LB,1,40,0
20100592,Sam,Shields,CB,1,62,0
20130169,Josh,Evans,S,1,8,0
20130649,C.J.,Wilson,CB,1,0,0
20100163,Reshad,Jones,S,1,50,0
20130025,Xavier,Rhodes,CB,1,0,0
20120029,Harrison,Smith,S,1,52,0
20080194,Ryan,Mundy,S,1,0,0
20100032,Patrick,Robinson,CB,1,2,0
20140673,Pierre,Warren,S,1,32,0
20140673,Pierre,Warren,S,1,21,0
20080194,Ryan,Mundy,S,1,11,0
20100144,Sherrick,McManis,CB,1,1,0
20100037,Nate,Allen,S,1,8,0
20140859,Al,Louis-Jean,CB,1,0,0
20140101,Jaylen,Watkins,DB,1,1,0
20110093,Chris,Conte,S,1,0,0
20080194,Ryan,Mundy,S,1,6,0
20070018,Leon,Hall,CB,1,-3,0
20120167,George,Iloka,S,1,14,0
20120167,George,Iloka,S,1,28,0
20120812,Emmanuel,Lamur,LB,1,5,0
20050006,Adam,Jones,CB,1,12,0
20140017,C.J.,Mosley,LB,1,5,0
20080027,Antoine,Cason,CB,1,80,0
20060043,Roman,Harper,S,1,8,0
20070021,Reggie,Nelson,S,1,31,0
20110954,Craig,Robertson,LB,1,15,0
20110137,Buster,Skrine,DB,1,30,0
20110137,Buster,Skrine,DB,1,0,0
20080020,Aqib,Talib,CB,1,33,1
20070021,Reggie,Nelson,S,1,3,0
20050006,Adam,Jones,CB,1,11,0
20120017,Dre,Kirkpatrick,CB,1,30,1
20120017,Dre,Kirkpatrick,CB,1,0,0
20060042,Danieal,Manning,S,1,33,1
20090059,Sherrod,Martin,S,1,0,0
20110195,J.T.,Thomas,LB,1,10,0
20120167,George,Iloka,S,1,16,0
20030005,Terence,Newman,CB,1,0,0
20110562,Darrin,Walls,CB,1,-2,0
20070170,William,Gay,CB,1,12,0
20040117,Robert,Geathers,DE,1,2,0
20040498,George,Wilson,S,1,0,0
20070021,Reggie,Nelson,S,1,0,0
20120463,Tashaun,Gipson,DB,1,17,0
20140973,Robert,Nelson,DB,1,13,0
20120017,Dre,Kirkpatrick,CB,1,2,0
20110954,Craig,Robertson,LB,1,15,0
20090038,Rey,Maualuga,LB,1,33,0
20050006,Adam,Jones,CB,1,0,0
20100007,Joe,Haden,DB,1,0,0
20110189,Mike,Mohamed,ILB,1,0,0
20040420,Mike,Adams,S,1,0,0
20140008,Justin,Gilbert,DB,1,23,1
20050666,Jim,Leonhard,DB,1,34,0
20100646,Josh,Gordy,CB,1,0,0
20130030,Alec,Ogletree,LB,1,27,0
20140071,Christian,Kirksey,LB,1,23,0
20120463,Tashaun,Gipson,DB,1,62,1
20120463,Tashaun,Gipson,DB,1,35,0
20110137,Buster,Skrine,DB,1,-2,0
20060008,Donte,Whitner,DB,1,54,0
20130043,Johnthan,Banks,CB,1,18,0
20120463,Tashaun,Gipson,DB,1,12,0
20090249,Clinton,McDonald,DT,1,3,0
20140875,Tyler,Patmon,CB,1,58,1
20130069,Tyrann,Mathieu,S,1,9,0
20060019,Antonio,Cromartie,CB,1,7,0
